Date,Country,City,Specie,count,min,max,median,variance
05-02-2019,IN,Kolkata,temperature,120,11.2,27.1,19.1,192.47
10-02-2019,IN,Kolkata,temperature,120,15.1,25.1,19.1,82.48
16-02-2019,IN,Kolkata,temperature,120,18.5,28.1,20.7,74.62
10-03-2019,IN,Kolkata,temperature,120,20.1,31.1,25.2,70.39
19-03-2019,IN,Kolkata,temperature,120,22,32.1,25.9,96.18
31-12-2018,IN,Kolkata,temperature,120,11.1,24.1,15.7,146.77
19-01-2019,IN,Kolkata,temperature,120,11.4,25.4,16.8,173.01
03-02-2019,IN,Kolkata,temperature,120,13.1,28.2,20.1,230.83
01-03-2019,IN,Kolkata,temperature,120,16.1,25.5,19.1,87.36
29-03-2019,IN,Kolkata,temperature,120,23.9,34.1,27.7,77.06
04-02-2019,IN,Kolkata,temperature,120,13.3,29.1,19.4,221.44
09-02-2019,IN,Kolkata,temperature,120,18.1,26.1,20.9,54.53
20-02-2019,IN,Kolkata,temperature,120,21.1,33.1,23.9,128.81
11-02-2019,IN,Kolkata,temperature,120,13.1,25.5,18.7,151.34
15-02-2019,IN,Kolkata,temperature,120,15.9,31.1,22.5,199.21
19-02-2019,IN,Kolkata,temperature,120,15.1,32.1,23.2,221.04
08-03-2019,IN,Kolkata,temperature,109,17.9,30.1,23.5,137.74
13-03-2019,IN,Kolkata,temperature,120,23.7,35.1,28.1,105.74
08-01-2019,IN,Kolkata,temperature,120,12.4,25.1,17.3,151.52
21-01-2019,IN,Kolkata,temperature,120,12.1,27.1,17.6,210.71
02-02-2019,IN,Kolkata,temperature,120,12.1,28.1,19.4,236.14
21-03-2019,IN,Kolkata,temperature,120,23.1,35.1,27.2,129.34
28-01-2019,IN,Kolkata,temperature,120,17.1,22.6,19.7,18.91
01-02-2019,IN,Kolkata,temperature,120,12.3,28.1,18.2,225.61
18-02-2019,IN,Kolkata,temperature,120,14.1,28.1,20.7,120.01
07-03-2019,IN,Kolkata,temperature,120,20.1,28.1,22.3,52.19
20-03-2019,IN,Kolkata,temperature,120,22.8,33.1,26.5,86.45
26-03-2019,IN,Kolkata,temperature,119,23,35.1,26.1,116.1
28-03-2019,IN,Kolkata,temperature,120,23.3,33.1,28.1,89.7
11-01-2019,IN,Kolkata,temperature,120,11.1,24.2,16.2,163.74
16-01-2019,IN,Kolkata,temperature,120,10.6,24.1,15.9,157.7
18-01-2019,IN,Kolkata,temperature,120,11.6,26.1,17.1,193.01
23-02-2019,IN,Kolkata,temperature,120,21,34.1,26.1,132.91
02-03-2019,IN,Kolkata,temperature,120,14.1,27.1,19.6,153.12
27-03-2019,IN,Kolkata,temperature,120,21,33.1,27,116.98
05-01-2019,IN,Kolkata,temperature,120,10.1,25.1,16.1,189.43
20-01-2019,IN,Kolkata,temperature,120,12,25.6,17.5,182.75
17-02-2019,IN,Kolkata,temperature,120,18.1,29.1,21.4,98.74
17-03-2019,IN,Kolkata,temperature,120,18.7,34.1,25.8,196.21
09-01-2019,IN,Kolkata,temperature,120,12.7,24.8,17.1,126.44
30-01-2019,IN,Kolkata,temperature,120,10.5,23.6,16.4,136.66
08-02-2019,IN,Kolkata,temperature,120,14.1,30.3,23.1,169.62
05-03-2019,IN,Kolkata,temperature,120,20.1,28.1,24,49.4
12-03-2019,IN,Kolkata,temperature,120,22.7,35.1,27.4,117.2
15-03-2019,IN,Kolkata,temperature,117,22.1,33.2,25,137.98
24-01-2019,IN,Kolkata,temperature,120,14.1,29.1,20.8,225.34
27-01-2019,IN,Kolkata,temperature,120,17.8,26.1,20.8,65.47
29-01-2019,IN,Kolkata,temperature,120,13.3,23.6,17.9,63.37
06-02-2019,IN,Kolkata,temperature,120,12.1,29.1,20.2,224.42
14-03-2019,IN,Kolkata,temperature,120,22.1,35.1,28.6,119.78
01-01-2019,IN,Kolkata,temperature,116,10.1,24.1,16,162.17
15-01-2019,IN,Kolkata,temperature,120,13.6,24.1,17.1,93.46
23-01-2019,IN,Kolkata,temperature,120,13.1,29.1,19.4,243.68
22-03-2019,IN,Kolkata,temperature,113,21.4,35.1,25.7,138.46
23-03-2019,IN,Kolkata,temperature,96,22.2,35.1,26.8,149.98
26-01-2019,IN,Kolkata,temperature,120,15.7,29.1,20.9,138.47
06-01-2019,IN,Kolkata,temperature,120,11.7,26.1,17.1,203.15
14-01-2019,IN,Kolkata,temperature,120,13,26.1,18.4,161.3
22-01-2019,IN,Kolkata,temperature,120,12.1,28.1,18.7,239.24
02-01-2019,IN,Kolkata,temperature,120,11,26.1,16.7,191.65
31-01-2019,IN,Kolkata,temperature,119,11.1,25.1,17.6,184.17
13-01-2019,IN,Kolkata,temperature,120,11.1,26.1,16.9,194.74
25-01-2019,IN,Kolkata,temperature,120,14.1,28.6,20.7,177.86
12-02-2019,IN,Kolkata,temperature,120,13.4,27.1,19.1,176.36
13-02-2019,IN,Kolkata,temperature,120,14.4,28.3,19.9,189.22
27-02-2019,IN,Kolkata,temperature,120,15.8,27.1,19.7,88.86
03-01-2019,IN,Kolkata,temperature,120,11.1,25.4,16.1,200.75
04-01-2019,IN,Kolkata,temperature,120,11,24.1,16.4,179.06
10-01-2019,IN,Kolkata,temperature,120,12.1,24.2,16.9,132.02
03-03-2019,IN,Kolkata,temperature,120,15,28.1,22.6,164.4
04-03-2019,IN,Kolkata,temperature,120,19.9,28.1,23.4,58.02
16-03-2019,IN,Kolkata,temperature,106,20.1,33.6,26.2,110.73
24-03-2019,IN,Kolkata,temperature,96,20.5,34.1,25.9,161.41
30-03-2019,IN,Kolkata,temperature,120,24.5,34.1,27.9,76.46
17-01-2019,IN,Kolkata,temperature,120,10,25.1,16.1,210.22
26-02-2019,IN,Kolkata,temperature,117,18.3,24.1,20.2,17.25
28-02-2019,IN,Kolkata,temperature,120,17.3,23.2,19.8,26.1
24-02-2019,IN,Kolkata,temperature,120,20.1,32.1,25.1,90.6
25-02-2019,IN,Kolkata,temperature,120,15.6,24.5,20.6,65.01
18-03-2019,IN,Kolkata,temperature,120,19.3,31.1,23.9,122.42
06-03-2019,IN,Kolkata,temperature,118,19.5,29.1,23.2,68.61
25-03-2019,IN,Kolkata,temperature,96,19.9,36.1,27.6,225.16
31-03-2019,IN,Kolkata,temperature,115,25.2,34.1,28.4,61.64
12-01-2019,IN,Kolkata,temperature,120,11.4,25.1,16.7,182.98
21-02-2019,IN,Kolkata,temperature,120,18.6,33.1,24.1,175.27
22-02-2019,IN,Kolkata,temperature,120,20.1,35.1,25.2,172.62
09-03-2019,IN,Kolkata,temperature,96,19,31.6,24.8,152.62
11-03-2019,IN,Kolkata,temperature,120,23.4,32.4,27,71.06
07-01-2019,IN,Kolkata,temperature,120,11.1,27.1,17.7,234.99
07-02-2019,IN,Kolkata,temperature,120,15.1,30,22.8,198.23
14-02-2019,IN,Kolkata,temperature,120,14.6,30.1,22,243.92
